Alphabet,Eponym,Eponym_easy,Eponym_easy_yr,Topic,Disease,Eponym_strip,Who,Who_B,Surname,Region_A1,RegionOfEponym_A1,Where,Author_1_Role,Operation,WhoNamedIt,Author_1,Year,Year_str,Sex_A1,CityOfEponym_A1,Lat_A1,Long_A1,Continent_A1,CountryOfEponym_A1,CountryOfEponym_easy,ISO_country_A1,Author_2,Sex_A2,Lat_A2,Long_A2,Class,Subclass,Type_bed_scar,Type_op_cut,Type_short,Type,Type_1,ExamSpec,ExamFav,Pubmed_results,Google_results,GxP,Log2_GxP,Log10_GxP,Societies,ICD11,PMID,Ref,journal,journal_short,journal_name,Journal_Spec,History,Description,WNI_link,Ref_site,Pubmed,Wiki_link,ICD11_link,TMS_link,Manufacturer,Eponymictionary
R,Rovsing's sign,Rovsing's sign,1907 - Rovsing's sign,"General Surgery,Emergency Surgery","Appendicitis,Inflammation,Sepsis,Abdominal Pain,",Rovsing's,Niels Thorkild Rovsing,**Niels Thorkild Rovsing**,Rovsing,"**Copenhagen, Denmark**",Copenhagen,"**Copenhagen, Denmark**",Doctor_Surgeon,Appendicectomy,Yes,Niels Thorkild Rovsing,1907,**1907**,M,Copenhagen,55.6761,12.5683,Europe,Denmark,Denmark,DNK,,,,,Appendix,Appendix,1,1,Signs,Signs,Abdomen,"General Surgery,All Specialties",Yes,14,15500,217000,17.72733552,5.336459734,,No,,,,,,"General Surgery,All",,,https://www.whonamedit.com/synd.cfm/3126.html,,,https://en.wikipedia.org/wiki/Rovsing%27s_sign,,,,https://litfl.com/rovsing-sign/
R,Rutgeerts score,Rutgeerts score,1990 - Rutgeerts score,Colorectal,"Inflammatory Bowel Disease,IBD,Crohn's Disease,Fistula,Inflammation",Rutgeerts,Paul Rutgeerts,**Paul Rutgeerts**,Rutgeerts,Leuven,Leuven,"**Leuven, Belgium**",Doctor_Physician,"Colectomy,Small bowel resection,Stoma",No,Paul Rutgeerts,1990,**1990**,M,Leuven,50.87857,4.67424,Europe,Belgium,Belgium,BEL,,,,,Colorectal,Colon,1,1,Scores,Scores,Abdomen,,No,118,11700,1380600,20.39686396,6.140067869,,No,,"Rutgeerts P, Geboes K, Vantrappen G, et al. **Predictability of the postoperative course of Crohn's disease**. _Gastroenterology_. 1990; 99(4): 956-963","Gastroenterology,",Gastroenterology,_Journal_: **Gastroenterology**,,,,,,https://pubmed.ncbi.nlm.nih.gov/2394349/,,,,,
S,"Santorini, duct of",Duct of Santorini,1724 - Duct of Santorini,HPB,,Santorini,Giovanni Domenico Santorini,**Giovanni Domenico Santorini**,Santorini,"**Venice, Italy**",Venice,"**Venice, Italy**",Doctor_Physician,Pancreatic surgery,Yes,Giovanni Domenico Santorini,1724,**1724**,M,Venice,45.438759,12.327145,Europe,Italy,Italy,ITA,,,,,Pancreas,Pancreas,1,1,Anatomy,Anatomy,Abdomen,,No,133,22100,2939300,21.48704118,6.468243915,,No,,,,,"_Book_: **Observationes anatomicae**. Venetiis, apus J. B. Recurti, 1724",,https://www.sophiararebooks.com/pages/books/3623/giovanni-domenico-santorini/anatomici-summi-septemdecim-tabulae-quas-nunc-primum-edit-atque-explicat-iisque-alias-addit-de,,http://www.whonamedit.com/synd.cfm/3087.html,,,https://en.wikipedia.org/wiki/Pancreatic_duct,,,,
S,Scarpa's fascia,Scarpa's fascia,1809 - Scarpa's fascia,"General Surgery,Hernia",,Scarpa,Antonio Scarpa,**Antonio Scarpa**,Scarpa,Pavia,Lombardy,"**Pavia, Lombardy, Italy**",Doctor_Anatomist,Inguinal hernia repair - Open,Yes,Antonio Scarpa,1809,**1809**,M,Pavia,45.18673,9.15618,Europe,Italy,Italy,ITA,,,,,,,1,1,Anatomy,Anatomy,,,No,124,39500,4898000,22.22376134,6.690018781,,No,,,,,,,,,,,,https://en.wikipedia.org/wiki/Fascia_of_Scarpa,,,,
S,Schatzki ring,Schatzki ring,1953 - Schatzki ring,Oesophagogastric,Dysphagia,Schatzki,Richard Schatzki,**Richard Schatzki**,Schatzki,Massachusetts,Massachusetts,"**Cambridge, Massachusetts, USA**",Doctor_Radiologist,Endoscopy,Yes,Richard Schatzki,1953,**1953**,M,Cambridge,42.374233,-71.134318,North America,USA,USA,USA,,,,,Oesophagogastric,Oesophagus,1,1,Pathology,Pathology,,"Oesophagogastric,All Specialties",Yes,121,54400,6582400,22.65018227,6.81838427,,No,,"Schatzki R, Gary JE. **Dysphagia due to a diaphragm-like localized narrowing in the lower esophagus (lower esophageal ring)**. Am J Roentgenol Radium Ther Nucl Med. 1953; 70(6): 911-922",,,,"Oesophagogastric,All",,"An annular contraction ring composed of a weblike tissue, usually at the junction of the oesophageal and gastric mucosa. Dysphagia is present when the diameter of the ring is less than 1,3 cm. Both sexes affected; onset after 50 years of age.",https://www.whonamedit.com/synd.cfm/3384.html,,https://pubmed.ncbi.nlm.nih.gov/13104726/,https://en.wikipedia.org/wiki/Schatzki_ring,https://icd.who.int/browse11/l-m/en#/http://id.who.int/icd/entity/873018279,,,
S,Seldinger technique,Seldinger technique,1953 - Seldinger technique,"Anaesthetics,Radiology",,Seldinger,Sven Ivar Seldinger,**Sven Ivar Seldinger**,Seldinger,Stockholm,Stockholm,"**Stockholm, Sweden**",Doctor_Radiologist,"Anaesthesia,Radiology",Yes,Sven Ivar Seldinger,1953,**1953**,M,Stockholm,59.35013,18.03145,Europe,Sweden,Sweden,CHE,,,,,,,1,1,Techniques,Surgical Maneuvers & Techniques,,"Anaesthetics,Vascular,All Specialties",Yes,895,170000,152150000,27.18091909,8.182271957,,No,,,,,,,,,https://www.whonamedit.com/synd.cfm/3573.html,,,https://en.wikipedia.org/wiki/Seldinger_technique,,,,
S,Sengstaken-Blakemore tube,Sengstaken-Blakemore tube,1950 - Sengstaken-Blakemore tube,"Oesophagogastric,Emergency Surgery","GI Bleeding,Shock,Hypovolaemia,",Sengstaken-Blakemore,Robert W Sengstaken and Arthur H Blakemore,**Robert W Sengstaken** and **Arthur H Blakemore**,,,New York,"**Manhattan, New York, USA**",Doctor_Surgeon,Endoscopy,No,Robert W Sengstaken,1950,**1950**,M,New York,40.842159,-73.942823,North America,USA,USA,USA,Arthur H Blakemore,,,,General,Oesophagus,1,1,Instruments,Instruments,Chest,,No,196,43800,8584800,23.03335309,6.933730182,,No,,"Sengstaken RW, Blakemore AH. **Balloon tamponage for the control of hemorrhage from esophageal varices**. _Ann Surg_. 1950; 131(5): 781-789","Ann Surg,Annals of Surgery",Ann Surg,_Journal_: **Annals of Surgery** (Ann Surg),,,,,,https://pubmed.ncbi.nlm.nih.gov/15411151/,https://en.wikipedia.org/wiki/Sengstaken–Blakemore_tube,,,,
S,Shenton's line,Shenton's line,1902 - Shenton's line,"Orthopaedics,Trauma",Fracture,Shenton,Edward Warren Hine Shenton,**Edward Warren Hine Shenton**,Shenton,London,London,"**London, England, UK**",Doctor_Radiologist,Fracture fixation,Yes,Edward Warren Hine Shenton,1902,**1902**,M,London,51.50319,-0.08676,Europe,UK,UK,GBR,,,,,,,1,1,Anatomy,Anatomy,Limbs,"Orthopaedics,All Specialties,Trauma",Yes,46,18300,841800,19.68311798,5.925208921,,No,,,,,,,,,https://www.whonamedit.com/synd.cfm/2456.html,,,,,,,
S,Sherren triangle,Sherren triangle,1903 - Sherren triangle,"Emergency Surgery,General Surgery",Appendicitis,Sherren,James Sherren,**James Sherren**,Sherren,London,London,"**London, England, UK**",Doctor_Surgeon,Appendicectomy,Yes,James Sherren,1903,**1903**,M,London,51.518,-0.0588,Europe,UK,UK,GBR,,,,,General,Appendix,1,1,Signs,Signs,Abdomen,,No,1,1040,1040,10.02236781,3.017033339,,No,,Sherren J. **On the occurrence and significance of cutaneous hyperalgesia in appendicitis**. _Lancet_. 1903; 2: 816-821,"Lancet,The Lancet,",Lancet,_Journal_: **The Lancet**,,,,http://www.whonamedit.com/synd.cfm/1993.html,,,https://en.wikipedia.org/wiki/Sherren%27s_triangle,,,,
S,Shouldice repair,Shouldice hernia repair,1944 - Shouldice hernia repair,Hernia,"Hernia,Inguinal Hernia",Shouldice,Edward Earle Shouldice,**Edward Earle Shouldice**,Shouldice,"**Toronto, Canada**",Toronto,"**Toronto, Canada**",Doctor_Surgeon,Inguinal hernia repair - Open,No,Edward Earle Shouldice,1944,**1944**,M,Toronto,43.6532,-79.3832,North America,Canada,Canada,CAN,,,,,Hernia,Inguinal,1,1,Operations,Operations,,"Hernia,General Surgery,All Specialties",Yes,282,88300,24900600,24.56967717,7.396209812,,No,,,,,,"Hernia,General Surgery,All",,"Dr Robert Bendavid of the Shouldice Hospital Ltd., gives a detailed description in 1997 as follows:<br>1) Resection of the cremaster muscle<br>2) Division of the posterior wall of the inguinal canal<br>3) Incision of the fascia cribriformis<br>4) Reconstruction.",,,,https://en.wikipedia.org/wiki/Shouldice_Hernia_Centre,,,,
S,Siewert-Stein classification,Siewert-Stein classification,1996 - Siewert-Stein classification,Oesophagogastric,"Cancer - All,Oesophageal Cancer,Gastric Cancer,",Siewert-Stein,J Rüdiger Siewert,**J Rüdiger Siewert** & **Hubert J Stein**,Siewert,Barvaria,Munich,"**Munich, Barvaria, Germany**",Doctor_Surgeon,"Oesophagectomy,Esophagectomy,Endoscopy",No,J Rüdiger Siewert,1996,**1996**,TBC,Munich,48.1376,11.6016,Europe,Germany,Germany,DEU,Hubert J Stein,M,,,Oesophagogastric,Upper GI,1,1,Scores,Scores,,"Oesophagogastric,All Specialties",Yes,5,643,3215,11.65060302,3.507180977,,No,,"Siewert JR, Stein HJ. **Carcinoma of the gastroesophageal junction - classification, pathology and extent of resection**. _Dis Esophagus_. 1996; 9(3): 173-182",,,,"Oesophagogastric,All",,,,https://doi.org/10.1093/dote/9.3.173,,https://en.wikipedia.org/wiki/Siewert_classification,,,,
S,Sipple syndrome,Sipple syndrome,1961 - Sipple syndrome,Endocrine,Cancer - All,Sipple,John H Sipple,**John H Sipple**,Sipple,New York,New York,"**Syracuse, New York, USA** (Syracuse Veterans Administration Hospital)",Doctor_Physician,"Thyroid / Parathyroid surgery,Adrenalectomy",Yes,John H Sipple,1961,**1961**,M,Syracuse,43.038981,-76.139003,North America,USA,USA,USA,,,,,(Para)thyroid,Endocrine,1,1,Syndromes,Syndromes,,"Endocrine,All Specialties",Yes,58,21900,1270200,20.27662424,6.103872108,,No,,Sipple JH. **The association of pheochromocytoma with carcinoma of the thyroid gland**. _Am J Med_. 1961; 31(1): 163-166,Am J Med,,,"Endocrine,All",,,https://www.whonamedit.com/synd.cfm/2960.html,https://www.amjmed.com/article/0002-9343(61)90234-0/fulltext,,,,,,
S,Sister Mary Joseph's nodule,Sister Mary Joseph's nodule,1928 - Sister Mary Joseph's nodule,General Surgery,Cancer - All,Sister Mary Joseph,Sister Mary Joseph Dempsey,**Sister Mary Joseph Dempsey**,Joseph,Minnesota,Minnesota,"**Rochester, Minnesota, USA**",Nurse,,Yes,William J Mayo,1928,**1928**,F,Rochester,44.0226,-92.46672,North America,USA,USA,USA,,,,,General,Umbilical,1,1,Signs,Signs,Abdomen,"General Surgery,All Specialties",Yes,323,31700,10239100,23.28758557,7.010261785,,No,,,,,,,"William J Mayo. Metastasis in cancer. Proceedings of the Staff Meetings of the Mayo Clinic, 1928, 3: 327",,,,,https://en.wikipedia.org/wiki/Sister_Mary_Joseph_nodule,,,,
S,Sistrunk procedure,Sistrunk procedure,1920 - Sistrunk procedure,ENT,,Sistrunk,Walter Ellis Sistrunk,**Walter Ellis Sistrunk**,Sistrunk,Minnesota,Minnesota,"**Rochester, Minnesota, USA**",Doctor_Surgeon,"Thyroid / Parathyroid surgery,Thyroglossal tract",No,Walter Ellis Sistrunk,1920,**1920**,M,Rochester,44.0224,-92.46674,North America,USA,USA,USA,,,,,Thyroglossal tract cyst,,1,1,Operations,Operations,Neck,"Endocrine,All Specialties,General Surgery,ENT",Yes,283,18900,5348700,22.35075686,6.72824824,,No,,Sistrunk WE. **The surgical treatment of cysts of the thyroglossal tract**. _Ann Surg_. 1920; 71(2): 121-122,"Ann Surg,Annals of Surgery",Ann Surg,_Journal_: **Annals of Surgery** (Ann Surg),"General Surgery,Endocrine,ENT",,The surgical treatment of cysts of the thyroglossal tract 1920. Modified in 1928.,,,https://pubmed.ncbi.nlm.nih.gov/17864229/,,,,,
S,Skipworth's sign,Skipworth's sign,2011 - Skipworth's sign,"Emergency Surgery,Gynaecology",,Skipworth,Richard JE Skipworth,**Richard JE Skipworth**,Skipworth,Scotland,Edinburgh,"**Edinburgh, Scotland, UK**",Doctor_Surgeon,,No,Richard JE Skipworth,2011,**2011**,M,Edinburgh,55.9215,-3.1358,Europe,UK,UK,GBR,,,,,,,1,1,Signs,Signs,,,No,1,4,4,2,2,,No,,Skipworth RJE. **A new clinical sign in ruptured ectopic pregnancy**. _Lancet_. 2011; 378(9809): e27,"Lancet,The Lancet",Lancet,_Journal_: **The Lancet**,,,"<p style=""text-align:justify"">Upright posturing and unwillingness to lie flat in a patient with severe acute abdominal pain is suggestive of low-volume intra-peritoneal haemorrhage. In a female of reproductive age the clinician should consider the diagnosis of ruptured ectopic pregnancy.<p style=""text-align:justify"">Skipworth RJE. A new clinical sign in ruptured ectopic pregnancy. Lancet. 2011; 3778(9809):e27",,,https://pubmed.ncbi.nlm.nih.gov/22177516/,,,,,
S,Smith's fracture,Smith's fracture,1847 - Smith's fracture,"Orthopaedics,Trauma",Fracture,Smith,Robert William Smith,**Robert William Smith**,Smith,Dublin,Dublin,"**Dublin, Ireland**",Doctor_Surgeon,Fracture fixation,,Robert William Smith,1847,**1847**,M,Dublin,53.3446,-6.2578,Europe,Ireland,Ireland,IRL,,,,,,Wrist,1,1,Pathology,Pathology,Limbs,"Orthopaedics,All Specialties,Trauma",Yes,47,28000,1316000,20.32772806,6.119255889,,No,,,,,,,,,,,,https://en.wikipedia.org/wiki/Smith%27s_fracture,,,,
S,Snellen chart,Snellen chart,1862 - Snellen chart,"Neurosurgery,Trauma,Ophthalmology",Eye injury,Snellen,Herman Snellen,**Herman Snellen**,Snellen,Utrecht,Utrecht,"**Utrecht, Netherlands**",,Eye surgery,Yes,Herman Snellen,1862,**1862**,M,Utrecht,52.09826,5.13923,Europe,Netherlands,Netherlands,NLD,,,,,Eyes,Eyes,1,1,Instruments,Instruments,Head,"Ophthalmology,All Specialties",Yes,479,382000,182978000,27.44709496,8.262398876,,No,,,,,,,,,http://www.whonamedit.com/synd.cfm/2339.html,,,https://en.wikipedia.org/wiki/Snellen_chart,,,,
S,Spiegel's lobe,Spiegel's lobe,1625 - Spiegel's lobe,HPB,,Spiegel,Adriaan van den Spiegel,**Adriaan van den Spiegel**,Spiegel,Veneto,Padua,"**Padua, Veneto, Italy**",Doctor_Surgeon,Liver surgery,Yes,Adriaan van den Spiegel,1625,**1625**,M,Padua,45.4037,11.8869,Europe,Italy,Italy,ITA,,,,,Liver,Liver,1,1,Anatomy,Anatomy,Abdomen,,No,18,1500,27000,14.72067179,4.431363764,,No,,,,,,,Died in 1625 and therefore dates are attributed to this year.,,http://www.whonamedit.com/synd.cfm/2619.html,,,,,,,
S,Spigelian hernia,Spigelian hernia,1625 - Spigelian hernia,Hernia,Hernia,Spiegelian,Adriaan van den Spiegel,**Adriaan van den Spiegel**,,Veneto,Padua,"**Padua, Veneto, Italy**",Doctor_Surgeon,Ventral hernia repair,Yes,Adriaan van den Spiegel,1625,**1625**,M,Padua,45.4038,11.887,Europe,Italy,Italy,ITA,,,,,Hernia,Ventral,1,1,Pathology,Pathology,Abdomen,"Hernia,General Surgery,All Specialties",Yes,476,60900,28988400,24.78897237,7.462224245,,No,,,,,,,Died in 1625 and therefore dates are attributed to this year.,,https://www.whonamedit.com/synd.cfm/2615.html,,,https://en.wikipedia.org/wiki/Spigelian_hernia,,,,
S,Stewart–Treves syndrome,Stewart–Treves syndrome,1948 - Stewart–Treves syndrome,"Breast,Vascular,Plastics","Cancer - All,Sarcoma",Stewart–Treves,Fred W Stewart & Norman Treves,**Fred W Stewart** & **Norman Treves**,Stewart–Treves,New York,New York,"**Manhattan, New York, USA** (Memorial Hospital which has since become known as Memorial Sloan Kettering Cancer Center)",Doctor_Pathologist,"Breast surgery,Mastectomy",No,Fred W Stewart,1948,**1948**,M,New York,40.764098,-73.95684,North America,USA,USA,USA,Norman Treves,,,,,,1,1,Syndromes,Syndromes,Limbs,"Breast,All Specialties",Yes,252,20400,5140800,22.29356146,6.711030708,,No,,,,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/18867440/,https://en.wikipedia.org/wiki/Stewart–Treves_syndrome,,,,
S,Strasberg-Bismuth classification,Strasberg-Bismuth classification,1995 - Strasberg-Bismuth classification,HPB,"Gallstone Disease,Complications",Strasberg-Bismuth,Steven M Strasberg,**Steven M Strasberg**,Strasberg,Missouri,Missouri,"**St. Louis, Missouri, USA**",Doctor_Surgeon,Cholecystectomy,No,Steven M Strasberg,1995,**1995**,M,St. Louis,38.634951,-90.264962,North America,USA,USA,USA,,,,,Biliary,Biliary,1,1,Scores,Scores,Abdomen,"General Surgery,HPB,All Specialties",Yes,40,13700,548000,19.06381637,5.738780558,,No,,"Strasberg SM, Hertl M, Soper NJ. **An analysis of the problem of biliary injury during laparoscopic cholecystectomy**. _J Am Coll Surg_. 1995; 180(1): 101-125",J Am Coll Surg,,,"General Surgery,HPB,All",,,,,https://pubmed.ncbi.nlm.nih.gov/8000648/,,,,,
S,Strasberg's critical view of safety,Strasberg's critical view of safety,1995 - Strasberg's critical view of safety,"HPB,General Surgery,Emergency Surgery",Gallstone Disease,Strasberg,Steven M Strasberg,**Steven M Strasberg**,Strasberg,Missouri,Missouri,"**St. Louis, Missouri, USA**",Doctor_Surgeon,Cholecystectomy,No,Steven M Strasberg,1995,**1995**,M,St. Louis,38.634954,-90.264959,North America,USA,USA,USA,,,,,Biliary,Biliary,1,1,Techniques,Surgical Maneuvers & Techniques,,"General Surgery,HPB,All Specialties",Yes,21,27300,573300,19.12893075,5.758381942,"FRCS(C),FACS,FRCS(Ed)",No,8000648,"Strasberg SM, Hertl M, Soper NJ. **An analysis of the problem of biliary injury during laparoscopic cholecystectomy**. _J Am Coll Surg_. 1995; 180(1): 101-125",J Am Coll Surg,,,"General Surgery,HPB,All",,"Strasberg's '**critical view of safety**' (CVS) is a re-working of a method of secure identification in open cholecystectomy in which the cystic duct and artery are identified, after which the gallbladder is taken off the liver's cystic plate so that the gallbladder is only attached by these 2 cystic structures. These must be cleared of fat and fibrous tissues, creating clear windows in between. <br><br>In laparoscopic surgery, complete separation of the gallbladder from the cystic plate makes clipping of the cystic structures problematic, so this step was modified to require only that only the lower part of the gallbladder (about one-third) be separated from the cystic plate.<br><br>Intraoperatively, CVS should be confirmed in a deliberate “**time-out**” in which the 3 elements of CVS are demonstrated:<br><br>1) **Mobilisation of the lower gallbladder** off the liver<br>2) **Cystic duct** is clearly dissected free of fat or fibrous tissues <br>3) **Cystic artery** is also clearly dissected",,,https://pubmed.ncbi.nlm.nih.gov/8000648/,,,,,
T,Takayasu's arteritis,Takayasu's arteritis,1908 - Takayasu's arteritis,Vascular,Vasculitis,Takayasu,Mikito Takayasu,**Mikito Takayasu**,Takayasu,"**Tokyo, Japan**",Tokyo,"**Tokyo, Japan**",Doctor_Opthalmologist,,Yes,Mikito Takayasu,1908,**1908**,M,Tokyo,36.556993,136.673442,Asia,Japan,Japan,JPN,,,,,Vascular,Arteries,1,1,Pathology,Pathology,,"Vascular,All Specialties",Yes,4893,467000,2285031000,31.08956659,9.358892096,,No,,,Acta Societatis ophthalmologicae Japonicae,,,"Vascular,All",,"A case with peculiar changes of the central retinal vessels.
Acta Societatis ophthalmologicae Japonicae, Tokyo 1908, 12: 554.",https://www.whonamedit.com/synd.cfm/2722.html,,,https://en.wikipedia.org/wiki/Takayasu%27s_arteritis,,,,
T,Tanner' slide repair,Tanner' slide repair,1942 - Tanner' slide repair,Hernia,Hernia,Tanner,Norman C Tanner,**Norman C Tanner**,Tanner,London,London,"**London, England, UK**",Doctor_Surgeon,Inguinal hernia repair - Open,No,Norman C Tanner,1942,**1942**,M,London,51.4423,-0.1632,Europe,UK,UK,GBR,,,,,Hernia,Inguinal,1,1,Scores,Scores,Groin,,No,3,6760,20280,14.30777003,4.307067951,,No,,Tanner NC. **A 'slide' operation for inguinal and femoral hernia**. _Br J Surg_. 1942; 29(115): 285-289,,,,,,,,,,,,,,
T,Tapia syndrome,Tapia syndrome,1904 - Tapia syndrome,"ENT,Anaesthetics","Complications,Palsy,Paralysis",Tapia,Antonio Garcia Tapia,**Antonio Garcia Tapia**,Tapia,Comunidad de Madrid ,Madrid,"**Madrid, Spain**",Doctor_Surgeon,Anaesthesia,,Antonio Garcia Tapia,1904,**1904**,M,Madrid,40.449167,-3.728056,Europe,Spain,Spain,ESP,,,,,,Airway,1,1,Syndromes,Syndromes,Neck,,No,74,8100,599400,19.19315956,5.777716739,,No,,,,,,,,Comprehensive overview of the complexity and ambiguity surrounding this eponym found in JAMA article. https://jamanetwork.com/journals/jamaneurology/fullarticle/577455,,,,,,,,
T,Thal fundoplication,Thal fundoplication,1968 - Thal fundoplication,Oesophagogastric,"GORD,GERD,Reflux",Thal,Alan Thal,**Alan Thal**,Thal,"**Kansas, USA**",Kansas,"**Kansas, USA**",Doctor_Surgeon,"Antireflux surgery,Fundoplication,",No,Alan P Thal,1968,**1968**,M,Kansas,39.0575,-94.6295,North America,USA,USA,USA,,,,,Oesophagogastric,Stomach,1,1,Operations,Operations,,,No,31,4140,128340,16.96961136,5.108362035,,No,,Thal AP. **A unified approach to surgical problems of the esophagogastric junction**. _Ann Surg_. 1968; 168(3): 542-550,Ann Surg,,,,,Partial fundoplications: Thal (270° anterior). Need to sort Geo Lat Long coordinates,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1387362/pdf/annsurg00429-0236.pdf,https://pubmed.ncbi.nlm.nih.gov/4877593/,,,,,
T,Thiersch's operation,Thiersch's operation,1891 - Thiersch's operation,Colorectal,Rectal Prolapse,Thiersch,Karl Thiersch,**Karl Thiersch**,Thiersch,Saxony-Anhalt,Leipzig,"**Leipzig, Germany**",Doctor_Surgeon,Anal surgery,Yes,Karl Thiersch,1891,**1891**,M,Leipzig,51.338889,12.378611,Europe,Germany,Germany,DEU,,,,,Colorectal,Anus,1,1,Operations,Operations,Pelvis,,No,49,6020,294980,18.17025762,5.469792571,,No,,,,,,,,,https://www.whonamedit.com/doctor.cfm/476.html,,,,,,,
T,Thomas splint,Thomas splint,1875 - Thomas splint,"Orthopaedics,Trauma",Fracture,Thomas,Hugh Owen Thomas,**Hugh Owen Thomas**,Thomas,Liverpool,Liverpool,"**Liverpool, England, UK**",,Femoral fracture fixation,Yes,Hugh Owen Thomas,1876,**1876**,M,Liverpool,53.39889,-2.97772,Europe,UK,UK,GBR,,,,,Femor,Femor,1,1,Instruments,Instruments,Limbs,"Orthopaedics,All Specialties,Trauma",Yes,88,42400,3731200,21.83120826,6.571848529,,No,,Jones R. **Treatment of fractures of the thigh**. _BMJ_. 1914; 2(2816) 1086-1087,"Br Med J,BMJ,British Medical Journal,",BMJ,"_Journal_: **British Medical Journal** (BMJ, Br Med J)",,,,https://www.whonamedit.com/synd.cfm/3552.html,,,,,,,
T,Tietze syndrome,Tietze syndrome,1921 - Tietze syndrome,"General Surgery,Emergency Surgery","Abdominal Pain,",Tietze,Alexander Tietze,**Alexander Tietze**,Tietze,"**Wrocław, Poland**",Wrocław,"**Wrocław, Poland**",Doctor_Surgeon,,Yes,Alexander Tietze,1921,**1921**,M,Wrocław,51.11249,17.02504,Europe,Poland,Poland,POL,,,,,,,1,1,Syndromes,Syndromes,,,No,60,66400,3984000,21.92578622,6.60031933,,No,,Tietze A. **Über eine eigenartige häufung von fällen mit dystrophie der rippenknorpel**. _Berliner Klinische Wochenschrift_. 1921; 58: 829-831,Berliner klinische Wochenschrift,Berliner klinische Wochenschrift,_Journal_: **Berliner klinische Wochenschrift**,,,,https://www.whonamedit.com/synd.cfm/2640.html,,,https://en.wikipedia.org/wiki/Tietze_syndrome#cite_note-3,,,,
T,Tile classification,Tile classification,1988 - Tile classification,"Orthopaedics,Trauma",Fracture,Tile,Marvin Tile,**Marvin Tile**,Tile,Toronto,Toronto,"**Toronto, Canada**",Doctor_Surgeon,Pelvic stabilization,No,Marvin Tile,1988,**1988**,M,Toronto,43.7227,-79.374697,North America,Canada,Canada,CAN,,,,,Pelvis,Pelvis,1,1,Scores,Scores,Pelvis,,No,27,21400,577800,19.14021068,5.761777538,,No,,Tile M. **Pelvic ring fractures: should they be fixed?**. _J Bone oint Surg r_. 1988; 70(1): 1-12,"J Bone Joint Surg Br,The Journal of Bone and Joint Surgery. British volume,",J Bone Joint Surg Br,_Journal_: **The Journal of Bone and Joint Surgery. British volume** (J Bone Joint Surg Br),,,,,,,https://en.wikipedia.org/wiki/Tile_classification,,,,
T,Todani classification,Todani classification,1977 - Todani classification,HPB,"Jaundice,",Todani,Takuji Todani,**Takuji Todani**,Todani,"**Okayama, Japan**",Okayama,"**Okayama, Japan**",Doctor_Surgeon,Liver surgery,No,Takuji Todani,1977,**1977**,M,Okayama,34.65016,133.920698,Asia,Japan,Japan,JPN,,,,,Liver,Liver,1,1,Pathology,Pathology,Abdomen,"HPB,All Specialties",Yes,46,9780,449880,18.77918071,5.653096686,,No,,"Todani T, Watanabe Y, Narusue M, Tabuchi K, Okajima K . **Congenital bile duct cysts: classification, operative procedures, and review of thirty-seven cases including cancer arising from choledochal cyst**. _Am J Surg_. 1977; 134(2): 263-269",Am J Surg,,,"HPB,All","Classification, operative procedures, and review of thirty-seven cases including cancer arising from choledochal cyst",,,https://pubmed.ncbi.nlm.nih.gov/889044/,https://pubmed.ncbi.nlm.nih.gov/889044/,,,,,
T,"Toldt, white line of",White line of Toldt,1919 - White line of Toldt,Colorectal,,Toldt,Carl Toldt,**Carl Toldt**,Toldt,"**Vienna, Austria**",Vienna,"**Vienna, Austria**",Doctor_Anatomist,Colectomy,No,Carl Toldt,1919,**1919**,M,Vienna,48.2082,16.3738,Europe,Austria,Austria,AUT,,,,,Colorectal,Colon,1,1,Anatomy,Anatomy,Abdomen,,No,8,77300,618400,19.23818079,5.791269481,,No,,,,,,,,,,https://archive.org/details/atlasofhumananat00toldrich/mode/2up,,https://en.wikipedia.org/wiki/Carl_Toldt,,,,
T,Torek operation,Torek operation,1913 - Torek operation,,"Cancer - All,Oesophageal Cancer,",Torek,Franz John A Torek,**Franz John A Torek**,Torek,New York,New York,"**Manhattan, New York, USA** (Lenox Hill Hospital)",Doctor_Surgeon,"Oesophagectomy,Esophagectomy",No,Franz John A Torek,1913,**1913**,M,New York,40.7736,-73.9609,North America,USA,USA,USA,,,,,Oesophagogastric,Oesophagus,Incisions,Incisions,Operations,Operations,,,No,12,15700,188400,17.52343944,5.275080898,,No,,Torek F. **The first successful case of resection of the thoracic portion of the oesophagus for carcinoma**. _Surg Gynecol Obstet_. 1913; 16: 614-617,,,,,,,,,,,,,,
